카드이름,은행,이미지URL,전월실적,연회비,카드종류,혜택
zgm.play카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2544/card_img/29533/2544card.png,300000,"국내전용 [12,000]원 / 해외겸용 [12,000]원",신용,"{'푸드': '패스트푸드업종에서 20% 청구할인(이용건당 5천원 이상, 일 1회, 월 2회).', '카페/디저트': '스타벅스, 투썸플레이스, 커피빈에서 30% 청구할인 (이용건당 5천원 이상, 일 1회, 월 2회 제공).', 'OTT/영화/문화': 'CGV, 롯데시네마, 메가박스에서 1만원 이상 결제 시 5천원 청구할인 제공 (일 1회, 월 2회, 연 12회).', '기타 혜택(유의사항 등)': '- 인앱결제, PC게임 결제, 게임방, 이동통신요금, 피트니스업종, 교통 할인 제공.'}"
American Express® Reserve,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/736/card_img/28065/736card.png,0,"해외겸용 [150,000]원",신용,"{'프리미엄': '특수 소재 플레이트 제공, 매년 1회 무료 재발급 가능.', '기타 혜택(유의사항 등)': '국내외 가맹점 1% 적립, 온라인 쇼핑 및 해외 4% 추가 적립, Food·Coffee·Movie 30% 결제일 할인 제공.'}"
K-패스 (신용),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2559/card_img/45648/2559card.png,200000,"국내전용 [2,000]원 / 해외겸용 [4,000]원",신용,"{'교통': '대중교통 최대 300원 할인(1일 3회, 월 1만원 한도) 및 일반교통 5% 할인(1일 1회, 월 2회, 월 5천원 한도) 제공.', '주유': 'GS칼텍스 주유소에서 주유 리터당 40원 할인, 월 4회, 회당 10만원 한도.', '통신': '통신사(SK, KT, LG U+) 휴대폰요금 자동이체 시 3% 할인, 월 최대 1,200원.', 'OTT/영화/문화': '영화 2천원 할인 (메가박스, CGV, 월 1회, 연 6회).', '기타 혜택(유의사항 등)': '- 외식 10% 할인 (아웃백, 빕스, 월 1회, 10만원 한도), 무이자 할부 2~3개월 (백화점, 할인점), 놀이공원 본인 무료입장 또는 최대 50% 할인 (연 4회), 환전 우대 50% (USD, JPY, EUR), 대중교통 상해보험 1천만원 무료가입.'}"
신한카드 Point Plan+,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2731/card_img/36308/2731card.png,400000,"국내전용 [30,000]원 / 해외겸용 [33,000]원",신용,"{'기타 혜택(유의사항 등)': '신한카드는 국내 결제 시 0.7~3% 포인트 적립, 해외 결제 시 1% 적립, 주말 외식비 2만원 이상 결제 시 1천 포인트 적립, 정기결제 자동납부 시 2만원당 1천 포인트 적립, OTT 자동납부 시 최대 2천 포인트 적립 혜택을 제공합니다.'}"
JADE Classic,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2657/card_img/32434/2657card.png,500000,"국내전용 [115,000]원 / 해외겸용 [120,000]원",신용,"{'카페/디저트': '스타벅스에서 커피 이용 시 50% 하나머니 적립, 월 최대 5천 하나머니.', '공항라운지/PP': '전세계 공항 라운지 무료 이용(본인/가족/동반자 통합 연 3회, 일 3회) 제공.', '기타 혜택(유의사항 등)': '연 1회 바우처 선택 가능(호텔 다이닝 할인, 신세계 상품권, SK 주유권, 배달의 민족 상품권, 하나머니) 및 기본 1% 적립, 특별 적립 1.5~1.2% 제공.'}"
I-ALL,IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2482/card_img/28405/2482card.png,0,"국내전용 [14,000]원 / 해외겸용 [15,000]원",신용,"{'기타 혜택(유의사항 등)': '국내·외 가맹점 0.5% 할인, 생활 분야 1%~1.5% 할인, 디지털 구독 5%~7% 할인 제공.'}"
현대카드 M,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2669/card_img/43704/2669card_5.png,500000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,{'기타 혜택(유의사항 등)': '적립 한도 제한 없이 국내외 현대카드 가맹점에서 M포인트 적립 가능.'}
THE iD. 1st,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2915/card_img/45262/2915card_1.png,500000,"국내전용 [150,000]원 / 해외겸용 [150,000]원",신용,"{'공항라운지/PP': '국내외 공항 라운지 본인 및 동반인 무료 이용, 연 3회 제공, 전월 이용금액 50만원 이상 시 이용 가능.', '프리미엄': '프리미엄 카드로 연간 최대 15만원 할인 기프트 제공, 특정 가맹점에서 50,000원 이상 결제 시 할인 적용.', '기타 혜택(유의사항 등)': '국내외 가맹점에서 1~3%의 빅포인트 적립 혜택 제공.'}"
zgm.일본여행중 카드,NH농협카드,https://d1c5n4ri2guedi.cloudfront.net/card/2593/card_img/30936/2593card.png,300000,"국내전용 [23,000]원 / 해외겸용 [25,000]원",신용,"{'공항라운지/PP': '전세계 공항 라운지 무료 이용(월 1회, 연 2회) 가능, 전월 실적 30만원 이상 시 제공.', '프리미엄': 'NH농협 JCB Platinum 카드 소지자는 국내 특급호텔 할인, 해외 공항 라운지 무료 이용, 해외 렌터카 할인, 면세점 할인, 일본 골프 특전, 일본 다이닝 서비스, JCB 컨시어지 서비스 등의 혜택을 받을 수 있습니다.', '여행/숙박': '익스피디아 이용 시 객실요금 9% 즉시 할인 제공.', '해외': '일본 오프라인 전매장에서 10% NH포인트 적립, 연간 10만 포인트 한도.', '기타 혜택(유의사항 등)': '해외결제 시 수수료 면제 및 다양한 업종에서 NH포인트 적립 혜택 제공.'}"
카드의정석 I&U+,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2688/card_img/33240/2688card.png,300000,"국내전용 [12,000]원 / 해외겸용 [12,000]원",신용,"{'교통': '대중교통 10% 청구할인, 월 최대 3천원, 전월 30만원 이상 이용 시 적용.', '주유': '주유 리터당 60~100원 청구할인, 전월 실적에 따라 차등 적용.', '카페/디저트': '커피 구매 시 스타벅스와 폴바셋에서 10% 청구할인, 월 최대 5천원까지 가능.', '기타 혜택(유의사항 등)': '국내 가맹점에서 100만원 이상 이용 시 1.0% 청구할인, 그 외에는 0.7% 청구할인 제공.'}"
현대카드 ZERO Up,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2844/card_img/43699/2844card.png,0,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'프리미엄': '메탈 플레이트 제공, 발급 수수료 10만원, 신청 후 평균 3주 소요.', '기타 혜택(유의사항 등)': '국내외 가맹점 0.8% 청구 할인 및 특정 조건에서 온라인몰, 대형마트 등에서 10만원 이상 결제 시 1.6% 청구 할인 제공.'}"
BC 바로 클리어 플러스,BC 바로카드,https://d1c5n4ri2guedi.cloudfront.net/card/2346/card_img/32523/2346card.png,150000,"국내전용 [5,000]원 / 해외겸용 [5,000]원",신용,"{'교통': '대중교통 이용 시 7% 청구할인 제공.', '통신': 'KT/SKT/LGU+ 휴대폰요금 자동이체 시 10% 청구할인.', '마트/편의점': '편의점에서 현장 결제 시 10% 청구 할인 제공.', '쇼핑': '온라인쇼핑에서 쿠팡, 티몬, 위메프 등에서 10% 청구할인 제공.', '프리미엄': '해외겸용 카드의 MasterCard Platinum/VISA Platinum 기본 서비스 제공, 해외 결제 시 수수료 발생.', '기타 혜택(유의사항 등)': '점심, 배달앱, 드럭스토어, 디지털구독에서 각각 7%~10% 청구할인 제공, 전국 모든 가맹점에서 2~3개월 무이자할부 가능.'}"
the Orange,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2944/card_img/47603/2944card_1.png,500000,"국내전용 [200,000]원 / 해외겸용 [200,000]원",신용,"{'프리미엄': '메탈 플레이트 제공, 발급 수수료 10만원 또는 10만 M포인트 필요, 발급 소요 기간 평균 3주.', '기타 혜택(유의사항 등)': '전월 이용 금액 50만원 이상 시 국내외 가맹점 1% M포인트 적립, 100만원 이상 시 특정 영역 10% 적립, 연간 15만원권 바우처 제공, 공항 라운지 및 발레파킹 무료 이용 혜택.'}"
신한카드 국민행복,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/712/card_img/22186/712card.png,300000,국내전용 [없음] / 해외겸용 [없음],신용,"{'쇼핑': '쿠팡, SSG닷컴, 롯데ON, 11번가, G마켓에서 5% 결제일 할인, 월 2회, 건당 최대 5천원 할인.', '병원/약국': '병원, 약국, 산후조리원에서 결제 시 5% 할인, 월 2회, 건당 최대 5천원 할인.', '교육/육아': '어린이집/유치원 부모부담금, 학원, 인터넷서점 10% 할인 (월 2회, 건당 최대 5천원).', '기타 혜택(유의사항 등)': '- 배달의민족, 요기요 10% 할인 (월 2회, 건당 최대 5천원)\n- 넷플릭스, 유튜브프리미엄 50% 할인 (월 1회, 건당 최대 5천원)\n- 네이버-플러스멤버쉽, 쿠팡-로켓와우 3천원 할인 (월 1회, 건당 최대 3천원)\n- 신한투자증권 CMA계좌 연계 시 업무수수료 면제\n- 신한라이프 어린이보험 보험료 우대 (특정 상품에 한함)'}"
Haru(Hoshino Resorts),신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2855/card_img/43765/2855card_1.png,300000,"국내전용 [30,000]원 / 해외겸용 [30,000]원",신용,"{'해외': '해외 이용 시 마이신한포인트 2% 적립, 일본 이용 시 추가 1.5% 적립 (각각 월 한도 있음).', '기타 혜택(유의사항 등)': '신한카드 Haru(Hoshino Resorts)는 국내 이용 시 1% 적립과 호시노 리조트 할인 혜택을 제공하며, 연회비는 3만원입니다.'}"
현대카드T,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2882/card_img/44416/2882card_1.png,0,"국내전용 [15,000]원 / 해외겸용 [15,000]원",신용,"{'프리미엄': '메탈 플레이트 제공, 발급 수수료 7만원, 신청 후 평균 3주 소요.', '해외': '해외 온·오프라인 가맹점에서 실적·한도 제한 없이 2% 청구 할인 제공.', '기타 혜택(유의사항 등)': '국내 가맹점 0.7% 청구 할인 및 해외 가맹점 수수료 100% 청구 할인 제공.'}"
원더카드 2.0 FREE+,하나카드,https://d1c5n4ri2guedi.cloudfront.net/card/2820/card_img/44248/2820card.png,400000,"국내전용 [19,900]원 / 해외겸용 [19,900]원",신용,"{'쇼핑': '- 쿠팡에서 2% 청구할인, 슈퍼마켓 오프라인 결제 시 할인 제공.\n- 컬리, SSG.COM, 롯데ON, 더현대닷컴에서 4% 청구할인, 실적에 따라 한도 차등.\n- G마켓, 옥션, 11번가, 인터파크, 위메프, 티몬에서 4% 청구할인, 실적에 따라 한도 차등.', '간편결제': '하나페이 결제 시 1.2% 청구할인 제공.', '기타 혜택(유의사항 등)': '국내외 결제 시 0.8% 청구 할인, 배달앱 및 택시 이용 시 실적에 따라 최대 4% 청구 할인, 국내 5만원 이상 결제 시 2~3개월 무이자 할부 제공.'}"
알리익스프레스 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2831/card_img/40882/2831card.jpg,300000,"국내전용 [16,000]원 / 해외겸용 [19,000]원",신용,"{'쇼핑': '알리익스프레스에서 국내/해외 배송상품 결제 시 전월 이용금액에 따라 최대 3만원 할인 혜택 제공.', '해외': '해외 이용 시 1% 마이신한포인트 적립, 알리익스프레스 10% 할인 제공.', '기타 혜택(유의사항 등)': '음식점, 카페, 배달앱에서 전월 이용금액에 따라 최대 10% 할인 제공.'}"
카드의정석 EVERY POINT,우리카드,https://d1c5n4ri2guedi.cloudfront.net/card/2689/card_img/33241/2689card.png,400000,"국내전용 [12,000]원 / 해외겸용 [12,000]원",신용,"{'간편결제': '국내 온라인 간편결제 시 2% 추가 적립 제공.', '기타 혜택(유의사항 등)': '국내외 가맹점에서 0.8% 적립, 전월실적 및 적립한도 제한 없음.'}"
GOAT BC 바로카드,BC 바로카드,https://d1c5n4ri2guedi.cloudfront.net/card/2644/card_img/32094/2644card.png,0,"국내전용 [12,000]원 / 해외겸용 [12,000]원",신용,"{'프리미엄': '해외겸용 카드 소지 시 MasterCard/VISA Platinum 기본 서비스 제공, 해외 이용 시 수수료 발생.', '기타 혜택(유의사항 등)': '국내 가맹점 최대 1.5%, 국외 가맹점 최대 3%의 페이북 머니를 매일 적립하며, 연간 사용액 3천만원 이상 시 추가 10% 적립.'}"
대한항공카드 120,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2710/card_img/45297/2710card_1.png,500000,"국내전용 [120,000]원 / 해외겸용 [120,000]원",신용,"{'프리미엄': '- 전월 이용 금액 50만원 이상 시 인천국제공항 및 국내 특급호텔 발레파킹 서비스 무료 이용 가능, 월 2회 한도.', '기타 혜택(유의사항 등)': '대한항공 카드로 전월 50만원 이상 이용 시 국내 가맹점 1천원당 1 마일리지, 추가 혜택으로 대한항공 직판 항공권 및 해외 가맹점에서 1천원당 2 마일리지 적립 가능.'}"
현대카드MY BUSINESS M F&B,현대카드,https://d1c5n4ri2guedi.cloudfront.net/card/2938/card_img/46988/2938card.png,500000,"국내전용 [50,000]원 /  해외겸용 [50,000]원",신용,"{'기타 혜택(유의사항 등)': '적립 한도 제한 없이 M포인트 적립 가능하며, 최대 50만 M포인트를 선지급받아 사용 후 적립된 포인트로 상환 가능.'}"
삼성 iD ALL 카드,삼성카드,https://d1c5n4ri2guedi.cloudfront.net/card/2234/card_img/27720/2234card.png,400000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'기타 혜택(유의사항 등)': '- 5% 자동 맞춤 할인(1개 영역) 및 2.5% 주유·이동통신·아파트 관리비 할인 제공, 모든 가맹점 0.5% 할인.'}"
디지로카 Paris,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2633/card_img/31798/2633card.png,500000,"국내전용 [20,000]원 / 해외겸용 [20,000]원",신용,"{'쇼핑': '온라인 쇼핑 시 최대 5% 할인(기본 2% + 멤버십 추가 3%) 제공.', '기타 혜택(유의사항 등)': '국내외 가맹점에서 0.7% 결제일 할인이 제공되며, 실적 조건 및 한도 없이 혜택이 적용됩니다.'}"
IBK포인트3.8(신용),IBK기업은행,https://d1c5n4ri2guedi.cloudfront.net/card/2778/card_img/40256/2778card.png,500000,"국내전용 [37,000]원 / 해외겸용 [38,000]원",신용,"{'쇼핑': '온라인 쇼핑 가맹점 이용금액의 0.5%를 월 10,000포인트 한도로 적립.', '해외': '해외 가맹점 이용 시 5% 포인트 적립, 전월 50만원 이상 이용 시 월 15,000포인트 한도.', '기타 혜택(유의사항 등)': '국내외 가맹점 이용 시 전월 50만원 이상 이용 시 1.5% 포인트 적립, 월 적립한도 없음.'}"
LOCA LIKIT Eat,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2262/card_img/20704/2262card.png,400000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'카페/디저트': '스타벅스, 투썸플레이스, 할리스커피, 폴바셋에서 60% 결제일 할인.', '기타 혜택(유의사항 등)': '음식점, 배달앱, 디지털구독에서 60% 결제일 할인이 제공되며, 특정 업종 및 결제 방식에 따라 제한이 있습니다.'}"
LOCA X 기후동행카드,롯데카드,https://d1c5n4ri2guedi.cloudfront.net/card/2765/card_img/38055/2765card.png,300000,"국내전용 [10,000]원 / 해외겸용 [10,000]원",신용,"{'교통': '지난달 이용실적에 따라 기후동행요금 최대 15,000원 할인 제공.', '기타 혜택(유의사항 등)': 'LOCA X 기후동행카드는 국내 가맹점에서 무제한 0.5% 할인을 제공합니다.'}"
BC 바로 ZONE 카드,BC 바로카드,https://d1c5n4ri2guedi.cloudfront.net/card/2928/card_img/45807/2928card.png,300000,"국내전용 [19,000]원 / 해외겸용 [19,000]원",신용,"{'푸드': '커피, 간식, 배달앱에서 7% 할인, 전월 실적에 따라 월 할인 한도 다름.', '프리미엄': '해외 이용 시 국제브랜드 수수료 1%와 비씨카드 해외서비스 수수료 0.3%가 부과됩니다.', '해외': '해외 가맹점 및 직접 구매 시 전월 실적, 한도 없이 1% 결제일 할인 제공.', '기타 혜택(유의사항 등)': '생활, 디지털구독, 전통시장에서 각각 7% 할인 혜택 제공, 전월 실적에 따라 월 할인 한도는 5천원 또는 1만원.'}"
K-패스 신한카드,신한카드,https://d1c5n4ri2guedi.cloudfront.net/card/2690/card_img/33494/2690card.png,300000,"국내전용 [7,000]원 / 해외겸용 [10,000]원",신용,"{'교통': '대중교통 이용 시 10% 결제일 할인 제공.', '간편결제': '간편결제로 결제 시 5% 할인 제공.', '기타 혜택(유의사항 등)': '생활서비스, 배달앱, 편의점, 커피전문점, 올리브영, 병원/약국, OTT, 이동통신요금에서 각각 5% 결제일 할인이 제공됩니다.'}"
